Year,Key,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. People's Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe
2003,Rural,,100,,,100,2.567459268,96.94331627,90.52547529,99.12822899,100,100,100,98.34534922,100,100,27.31803728,100,100,100,70.39063592,7.627427716,100,18.45123524,34.95559301,100,18.23179234,85.32153545,97.01892502,100,100,1.152562449,,37.64954183,7.744175424,14.45309412,100,100,1.178442596,1.701794866,100,92.76950894,96.42782757,82.96965379,37.81967649,,,96.66844476,26.32081947,100,86.70617532,100,100,100,100,49.07187815,,78.47057264,88.12867431,98.12285113,72.31822447,,13.48568855,100,19.93536457,17.64304229,100,68.43130167,100,100,100,21.0764161,1.08203786,100,100,23.98505195,100,100,100,,100,63.39669656,,,71.84501129,18.73468388,38.75965773,100,100,100,53.48834943,79.84106823,95.51765121,,100,100,100,100,80.34112474,100,97.38669604,99.81684706,6.937336857,,,100,100,100,99.58112766,31.55671516,100,,,,73.03151284,100,100,100,100,7.739963861,0.792391594,,84.74615579,2.680466567,100,32.97251866,3.712948196,98.81715003,92.0618498,45.46512561,100,100,40.94667825,100,52.26594878,0.981695114,30.53853767,19.90907898,,34.75331815,100,100,100,49.41497209,2.8359243,32.700268,100,100,100,100,58.38609772,96.18417814,71.55682609,7.250399075,85.61117,18.49724122,63.54471563,100,100,100,100,100,100,1.129059902,87.82034097,100,38.7640261,100,18.70998209,100,90.90663999,,100,,100,100,3.766151231,,66.28205797,,100,71.5475535,94.09526007,89.4266689,,79.8943396,16.07974485,90.26370283,100,100,85.00533282,100,3.249138924,87.59723739,12.11878962,7.884690546,85.102797,93.67506456,95.98394259,,99.80814206,67.47983264,94.04090473,4.201939192,100,100,100,100,82.49412574,99.52855772,12.44684155,66.63537047,87.05172376,100,97.50805989,37.51964629,1.941511458,8.422081556
2004,Rural,,100,,,100,2.019034592,97.15053713,91.54672497,99.1918781,100,100,100,98.6615999,100,100,27.87629043,100,100,100,71.85211234,8.24632178,100,32.5466087,40.71391808,100,19.67343477,83.4505451,97.20306477,100,100,2.031722367,,40.39804007,14.51461126,19.47418342,100,100,1.306373377,,100,86.40339195,96.77042958,83.64329794,40.33720117,,,97.34148609,27.14247111,100,87.40542042,100,100,100,100,46.61573405,,80.20530172,88.14419659,96.58599232,73.0275763,,14.25986191,100,23.11849812,18.41892282,100,68.84795058,100,100,100,20.73413788,12.97900951,99.93,100,24.91527932,100,100,100,,100,62.92923689,0.772085298,,72.65537373,8.778345041,40.63130982,100,100,100,53.62122772,82.86991331,95.83777935,,100,100,100,100,81.31925771,100,97.82592081,100,13.59633674,,,100,100,100,99.56270753,38.4047417,100,100,1.426984758,,65.42519238,100,100,100,100,,2.799840168,,85.77569666,3.405437889,100,36.32841976,3.847430701,98.81990551,96.08890713,47.36933494,100,100,39.20190023,100,58.44160738,1.281506649,31.74091243,20.57028243,,28.45144452,100,100,100,50.09962291,3.216439511,22.95583767,100,100,100,100,58.19231937,96.36655375,60.10265233,9.550741671,87.5003629,20.89768914,84.48207724,100,100,100,100,100,100,1.996611403,88.7589845,100,39.79857554,100,8.641581055,100,91.52982454,9.681659314,100,,100,100,6.929589193,1.135582858,73.72416781,,100,73.3339334,94.56083686,90.1895723,,81.72151675,16.57991948,90.01876835,100,100,84.2224157,98.40236248,2.609304883,88.3806258,15.13443205,8.98236875,85.98774782,94.28708288,97.71983815,,99.8125632,68.81092961,94.32084426,5.074347089,100,100,100,100,83.666464,99.54810878,14.32293368,94.79786088,88.00167813,100,93.3723418,32.93897286,4.655214026,9.174522824
2005,Rural,7.109005172,100,,,100,1.324988814,100,92.308199,99.62269974,100,100,100,98.93476861,100,100,30.17185846,100,100,100,73.27545714,8.827127177,100,43.22634506,29.54500745,100,21.0433394,84.83053451,97.35261611,100,100,1.845172752,,42.45776952,9.516452071,15.60715714,100,100,1.396051603,1.898213313,100,87.62008505,97.09357658,88.87290626,42.82357663,,7.223665038,97.44307669,36.18636312,100,88.00075069,100,100,100,100,44.03402471,,79.72760608,89.64994326,99.09791305,73.17147813,,15.02146684,100,26.2753865,0.646618988,100,70.71582458,100,100,100,27.09572566,4.456471659,97.49122395,100,7.860024812,100,100,100,,100,64.77032767,,,75.91960373,8.501100238,43.25784124,100,100,100,57.01529235,75.79399497,96.09815956,,100,100,100,100,82.25552975,100,97.85100841,100,15.31712266,51.20947192,,100,100,100,99.25951873,44.13231655,100,100,3.492013059,,57.67009813,100,100,100,100,,2.267312459,,86.81227209,4.049547996,100,39.71374286,1.177820453,98.7882106,96.76558019,49.25261261,100,100,66.70500485,100,58.44965332,1.759313449,32.92252357,21.21126189,,39.34011033,100,100,100,46.39040631,,23.40283107,100,100,100,100,57.96793035,96.98559534,61.64449083,11.83347177,89.643577,24.63243084,70.13355125,100,100,100,100,100,100,0.66807294,89.67209083,100,40.810368,100,23.26792701,100,92.11262606,,100,,100,100,10.09586968,1.917204959,73.18145859,,100,75.10153697,94.99821152,90.90522447,,83.52627935,17.05339397,89.72964274,100,100,83.37891449,99.15570826,4.806064006,89.16356064,18.84579188,10.03172988,86.85226793,94.84105174,98.60565003,,99.77818654,70.08170319,94.55937504,0.710018461,100,100,100,100,84.50287036,99.53923653,16.18490489,93.32760919,94.78695254,100,100,40.30322524,5.695409993,9.893669992
2006,Rural,12.6997313,100,,,100,0.965576784,100,92.80833788,99.12407725,100,100,100,99.16723545,100,100,40.17095642,100,100,100,85.12733171,7.915499811,100,42.07466663,41.57055898,99.12706219,22.34078941,87.16541867,97.47032939,100,100,1.601497425,,46.000595,21.27696662,25.80885678,100,100,,1.967496178,100,96.41898514,97.39992429,84.74039689,45.28223554,,8.045872803,97.56266579,34.08423073,100,88.4967153,100,100,100,100,32.64964484,,80.73908439,91.09749473,98.79858038,76.05451913,,15.77122855,100,27.28781091,19.9171818,100,72.56637233,100,100,100,19.66346858,15.0597292,100,100,31.44893975,100,100,100,,100,74.18377336,2.238632967,2.07721575,69.94086425,6.838861517,46.43805594,100,100,100,57.32030074,84.97863153,94.96237517,93.38146765,100,100,100,100,83.15241453,100,100,99.68571964,17.0172992,50.78539694,,100,100,100,99.09722625,42.79651892,100,98.76174179,2.301713702,,49.7419967,100,100,100,100,,,,87.90141677,1.544831208,100,43.12762594,3.817092747,98.72584835,97.17548096,51.12075566,100,100,41.70336136,100,93.02327545,2.20330367,34.08682684,21.83128775,,44.08519024,100,100,100,51.27527738,1.952751886,23.82714555,100,100,100,100,57.71508175,96.49879513,63.14896723,5.034251006,94.28484323,31.05124443,70.01034481,100,100,100,100,100,100,3.679734509,95.7874417,100,41.79817782,100,25.37206063,100,98.89734073,0.622213654,100,,100,100,3.945995046,1.737556839,72.59130312,,100,79.2859412,95.41079948,91.58046928,,85.31159813,17.50322954,81.81567203,100,100,99.2084816,98.42236534,5.175443111,98.84363281,22.55364358,7.402837423,90.66715306,100,98.8644908,,99.8163939,71.30091847,94.75660258,2.078533855,100,100,100,100,86.56797367,99.19995186,9.236959659,96.14852748,94.80113154,100,99.42580464,39.42030153,5.668749235,9.370758797
2007,Rural,19.51822787,100,,,100,,100,93.13461453,99.02284251,100,100,100,99.37781852,100,100,32.4922636,100,100,100,76.03321198,9.889084452,100,58.85198148,46.53506982,100,22.73179382,89.77621099,97.56932286,100,100,1.408055783,,48.88075812,24.64589013,6.426585695,100,100,1.477962552,2.027119013,100,89.54157135,97.70560562,85.19970145,47.72377929,1.820217635,8.350670673,97.7203465,29.42479576,100,88.93093734,100,100,100,100,38.54753764,,90.49895557,92.18968316,97.81808832,81.0342698,,16.52229747,100,32.5115386,,100,83.09897529,100,100,100,18.9682636,16.03235279,100,100,32.62093863,100,100,100,,100,68.41526531,2.934441192,,74.93701684,7.79934955,49.64798951,100,100,100,60.50421875,84.66716863,96.46770708,95.11160235,100,100,100,100,84.02736505,100,97.86550538,100,18.70530052,48.2947568,,100,100,100,99.51273578,38.18782091,100,99.23658247,6.648140575,,41.65039048,100,100,100,100,,2.696535771,,89.11343873,5.090921894,100,22.36137353,3.843791286,98.64651665,94.01887743,52.98030442,100,100,43.02174842,100,64.47007293,1.455424567,35.24293882,22.39008425,,47.09965112,100,100,100,51.79328017,4.269432624,25.27853948,100,100,100,100,57.44472869,96.47117294,64.63991476,16.36394364,93.12618532,38.68920516,73.2822126,100,100,100,100,100,100,4.506748755,91.44027639,100,42.78051265,100,24.87510661,100,93.18459556,0.726762728,100,,100,100,,5.093024333,75.51222603,,100,76.57936602,95.80975415,92.22724811,,86.55621538,17.94054958,88.9826971,100,100,81.57698878,98.41239357,5.50985061,90.74650201,19.94581783,11.99836652,88.53630426,100,98.2451523,,99.61595926,72.52945029,94.66246959,7.558194153,100,100,100,100,88.15591671,99.48806625,17.80146014,92.78611812,90.81204085,100,91.61410136,42.23755346,0.632463802,11.25696203
2008,Rural,27.95425074,100,97.93528596,,100,6.609393615,100,93.38403701,98.91017366,100,100,100,99.58219086,100,100,41.71069526,100,100,100,77.3974217,10.39483142,100,52.31546685,57.00263464,100,21.63469025,91.85225586,97.66359846,100,100,1.266618061,0.882570483,51.84288489,11.65404372,17.05465183,100,100,4.737354734,2.086661546,100,90.39266052,98.04698253,86.96315764,50.15927259,,8.625771504,97.7674214,35.5639977,100,89.34307905,100,100,100,100,35.72334648,,92.61719627,93.27339568,99.7243827,81.38377039,,17.28354159,100,35.48807335,21.2270807,100,75.36632049,100,100,100,18.22784842,16.97975275,100,100,36.82274588,100,100,100,,100,70.24900033,3.620005695,,75.67568415,7.396978677,54.3393527,100,100,100,62.25679153,88.08655464,96.62928035,94.5138519,100,100,100,100,83.41558951,100,100,98.49379318,20.39005827,52.38822158,,100,100,100,99.58088077,52.59106608,100,99.2282758,8.20485246,,33.40728131,100,100,100,100,,2.906367335,,90.33775887,5.502576607,100,50.19157695,3.88932039,98.56431282,96.16147845,54.84038486,100,100,44.42285604,100,67.56242461,2.285741605,36.40115425,23.05712645,,51.0097967,100,100,100,52.30344057,4.612935814,25.6212976,100,100,100,100,57.1689709,96.41862526,66.14016982,18.62716947,93.37661254,45.41755479,74.63317452,100,100,100,100,100,100,1.497533626,98.07417576,100,43.78019797,100,26.38764268,100,93.70823219,,100,,100,100,19.66401357,5.386290707,74.8880697,,100,80.3407262,96.2062567,92.8570428,,88.88469441,18.37686954,88.57663708,100,100,80.72519901,98.40244539,1.041767784,91.57380829,29.99673463,12.93594774,89.37327364,100,98.74133623,,99.51782717,73.84422451,95.08168007,8.360117196,100,100,100,100,88.00192562,99.48380184,21.7381245,92.37946616,91.76169228,100,97.03397798,43.42297956,5.519276516,11.92469646
2009,Rural,33.24490043,100,97.42940933,,100,,97.94534802,93.66197364,98.81099238,100,100,100,99.80724792,100,100,44.66572792,100,100,100,78.77165778,10.90323611,100,57.60851196,63.27758278,100,16.21657461,93.61739818,97.76757799,100,100,2.550698839,,54.91888554,31.22430512,17.51647666,100,100,1.506190987,2.155135515,100,97.74800126,98.44452492,83.7688342,52.5991192,,9.245148289,98.16230937,30.90370934,100,89.77392749,100,100,100,100,32.9015144,,92.90400521,92.28255591,98.34832752,81.09038536,,18.44330334,100,28.85190739,21.82007222,100,78.10215275,100,100,100,17.51997847,17.92327216,100,100,37.96306871,100,100,100,,100,72.11300474,4.306527555,,72.71346966,6.984297742,57.63118739,100,100,100,65.70223591,88.38216887,99.03188116,94.78698497,100,100,100,100,85.78254351,100,98.27303591,100,10.1435263,42.96845042,26,100,100,100,99.51090426,54.95652127,100,99.20975571,8.59288536,,25.02784056,100,100,100,100,,3.119193025,97.89498754,99.9,5.653704114,100,53.9144583,3.091900338,98.49306907,94.76437984,56.70980647,100,100,45.94827808,100,70.73957071,2.180847436,37.57262535,20.65490491,,54.95234955,100,100,100,51.67721457,4.965770128,25.08827695,100,100,100,100,56.89954525,96.3758352,67.67631175,9.344493372,94.74184489,50.95977293,76.13589417,100,100,100,100,100,100,6.172340081,97.44152871,100,34.14217549,100,30.61138452,100,94.24786866,0.887527119,100,,100,100,8.978009496,5.566949503,76.31984365,,100,85.18900165,96.61156679,93.48035952,,90.70462169,14.72093994,88.18510365,100,100,79.93532834,99.05052284,,98.9229784,33.75266037,13.86113357,90.22123256,100,98.9480771,,99.42912043,100,95.24190335,1.85510662,100,100,100,100,92.59273946,99.5028447,17.55641778,91.99919855,94.6169424,100,92.79910293,44.63200359,5.421493115,19.57489311
2010,Rural,30.21880025,100,97.2867652,,100,,98.11673189,93.57397665,99.97352293,100,100,100,99.92337869,100,100,39.99789779,100,100,100,84.0689162,10.57370112,100,59.39781366,67.66276441,100,25.33602592,97.52466517,98.8404382,100,100,1.52984106,,65.68363736,15.77243821,15.95737056,100,100,,3.046523267,100,99.15974762,99.40914641,86.23689175,64.44521834,,11.20884422,97.09039727,31.67643266,100,90.26415921,100,100,100,100,30.10803953,,93.58837005,93.67670298,99.27443784,81.55564789,,19.64467953,100,39.79189828,22.42295709,100,81.66388369,100,100,100,51.90395629,25.79440983,100,100,55.35118009,100,100,100,,100,74.0220078,5.004519516,2.115413508,79.59843415,6.571247893,61.81716567,100,100,100,68.37382365,89.356518,99.02056768,95.11134397,100,100,100,100,88.01739124,100,100,100,7.172248182,39.40763681,31.27065316,100,100,100,98.9235966,58.49505502,100,99.25957995,4.654095902,1.012055585,16.52521444,100,100,100,100,,3.914739761,98.10620396,99.2873708,,100,80.47081075,,99.61136479,97.5991857,58.77503933,100,100,41.88355919,100,86.61278151,1.351528731,32.47184182,24.35866594,,63.18070029,100,100,100,53.38523604,3.756086779,23.5367304,100,100,100,100,56.64777565,96.38051695,64.70689303,11.761731,94.42690113,55.63323695,78.31681755,100,100,100,100,100,100,2.60560527,95.73596239,100,45.94278323,100,35.25083655,100,94.13542647,,100,100,100,100,26.39879482,5.632907899,76.72430901,0.956415801,100,83.00430958,100,94.06447366,100,92.56937781,21.17046838,79.36969275,100,100,83.55855877,98.42281448,2.519728512,99.46565974,20.57826481,9.33423539,91.08957936,100,98.64037384,100,100,100,95.42492607,3.468448918,100,100,100,100,94.22942781,99.55450084,31.72940778,92.72328822,96.35902507,100,99.9,42.35851651,3.95945257,18.20354858
2011,Rural,29.57288077,100,97.2080482,,100,,92.67366987,92.33892254,99.28435286,100,100,100,99.9,100,100,45.70708841,100,100,100,87.85714818,13.62363202,100,71.86889263,66.64757656,100,25.15604298,96.19058743,98.73077498,100,100,2.055030674,,62.08396827,36.47347792,16.84191989,100,100,,7.686966322,100,97.76864595,99.71149854,85.50323624,63.61398758,,10.65008055,97.2660617,26.28063531,100,90.85553784,100,100,100,100,27.38034405,,92.48681862,91.9487327,99.31333133,83.40627598,10.05383143,20.90038364,100,44.55271784,9.590688683,100,82.80828751,100,100,100,43.26959368,26.34768891,100,100,41.9754527,100,100,100,,100,73.98520658,5.726706549,3.904941479,80.71894057,5.742541351,63.39590342,100,100,100,56.08607764,90.20112846,99.05988692,93.49212534,100,100,100,100,84.49264926,100,98.90039799,99.5713394,25.51871407,65.65676515,35.21941322,100,100,100,97.78409867,57.92214234,100,99.19959236,10.72127661,1.216253507,7.912708017,100,100,100,100,,2.953856823,98.59195451,99.25971383,1.226280055,100,82.56960947,,99.47260209,96.70448503,61.17533264,100,100,25.17791766,100,87.74000139,3.808346496,39.91581105,21.63668939,,61.71845444,100,100,100,53.62152979,5.47433265,31.01918599,100,100,100,100,56.42575185,96.4752852,70.54097491,25.34967444,96.29149715,61.30207069,81.18840395,100,100,100,100,100,100,1.134196436,96.16958017,100,47.16842798,100,31.7188668,100,96.0211091,,100,100,100,100,31.05164806,5.588317177,78.21422832,0.934036025,100,85.74048905,100,94.75650782,100,94.49670741,23.05959713,87.55505643,100,100,81.50414353,98.47328418,2.592143327,98.98836968,41.387331,16.25528077,90.5992255,100,98.90935048,100,99.8033433,100,95.65206348,4.464942849,100,100,100,100,94.60445741,99.65432674,27.69925213,90.34423858,98.54904237,100,99.00319511,43.71579699,5.23738464,14.08005119
2012,Rural,60.84915676,100,97.67373249,,100,,100,93.41147832,99.0267681,100,100,100,100,100,100,53.52743964,100,100,100,85.89517671,14.55077982,100,86.86994848,72.16988359,100,25.19590907,97.22181347,98.87678903,100,100,1.604227464,,65.53133106,40.11477394,17.75192019,100,100,,3.097503307,100,100,99.92717792,87.07796852,63.11801317,,10.61778492,98.1407669,25.77847721,100,91.58035838,100,100,100,100,22.06688628,,92.27649478,93.05280471,99.8258394,85.15153422,6.534741128,22.80777285,100,48.06449296,23.69378531,100,84.09913513,100,100,100,32.26116513,26.83244809,100,100,23.64317593,100,100,100,,100,78.04271435,1.190640818,5.901176705,81.83898396,3.918404611,66.69269911,100,100,100,72.40401076,92.63239473,99.05748324,98.41415604,100,100,100,100,88.13543363,100,99.5,99.99998616,27.27858444,70.42648412,37.71574063,100,100,100,99.8,66.78569682,100,99.87325486,7.311662148,2.570569674,,100,100,100,100,,1.82181393,99.53931469,99.36680492,,100,83.0427759,,99.29990384,97.15697986,63.3671902,100,100,53.72005298,100,88.84941539,2.269452125,41.13300796,25.83237207,,70.30401868,100,100,100,54.71477294,5.228654652,27.61106,100,100,100,100,56.24267885,94.87580937,72.37309457,27.60560969,95.14150323,66.16682458,80.69743002,100,100,100,100,100,100,7.279978421,96.24746008,100,42.7665503,100,32.53396027,100,96.60451338,1.194308167,100,100,100,100,35.72849602,6.297990717,82.476107,1.415964162,100,84.61773067,100,95.62074201,100,96.50084528,24.99699775,87.14539337,100,100,80.28273337,98.84703559,2.290904743,98.82440281,45.28580406,15.5077167,91.30024281,100,98.6433964,100,99.79727903,100,96.16587664,11.65919375,100,100,100,100,100,99.81477483,29.83082895,93.34725843,97.00138318,100,99.26896991,29.44038506,5.171332583,23.81361725
2013,Rural,61.31578819,100,97.32220438,,100,,100,94.33630488,99.43714736,100,100,100,100,100,100,48.58776293,100,100,100,86.07664867,13.39559836,100,80.25969845,68.51673362,100,26.03284035,97.50203345,98.9292757,100,100,1.094834388,0.998025157,69.46129868,43.8848664,19.17176062,100,100,0.572729814,3.04293174,100,100,99.993635,90.07377017,62.59590424,,10.39391478,98.43602522,34.29381959,100,92.44538761,100,100,100,100,22.19508927,,93.4419887,95.4451384,99.79202756,89.25760309,5.730599741,24.6870449,100,51.70839734,24.37919493,100,85.3578225,100,100,100,32.79278703,30.25271311,100,100,50.82963685,100,100,100,,100,80.1606184,7.267650699,7.964163153,83.03158616,3.134444991,73.40605881,100,100,100,73.33636807,92.99420417,99.43858148,96.5187545,100,100,100,100,90.68543419,100,98.30580617,99.99998633,29.06511849,75.36055477,41.8368965,100,100,100,98.91898408,71.03914941,100,99.98400389,14.75432677,3.462631085,,100,100,100,100,,3.756150313,99.72207147,99.39223148,3.294465122,100,84.28667674,,99.26198565,97.24730262,65.51790726,100,100,45.76727005,100,94.97791556,2.832062178,42.50533158,27.30823743,,73.7281483,100,100,100,57.08017041,6.672110601,31.63459431,100,100,100,100,56.09671818,97.05148448,71.19972582,29.92371831,97.87321921,69.90501228,81.89969303,100,100,100,100,100,100,5.752466487,96.9235087,100,50.06282557,100,31.78064535,100,96.15267032,,100,100,100,100,40.41706577,7.019755343,81.89364362,1.928355788,100,88.46478098,100,96.12457561,100,98.57929811,27.03055331,86.97152704,100,100,79.22693253,98.6834992,1.735447885,99.03673473,49.23961424,16.89890724,93.90210347,100,99.20174209,100,99.7668649,100,96.29320696,2.877439304,100,100,100,100,100,99.93118769,13.76430939,93.56037116,97.85029756,100,99.15338623,64.03333096,5.119825593,15.55943558
2014,Rural,86.50051191,100,97.50487278,,100,,100,100,99.79554546,100,100,100,100,100,100,48.12119913,100,100,100,86.3190027,16.22601346,100,86.47946886,70.29286127,100,27.09097205,97.91007704,99.26595421,100,100,4.749874698,0.980125763,73.54208904,44.72675374,18.80194461,100,100,0.994960018,3.023311999,100,100,100,89.89214859,65.16877101,,10.7089573,98.26869653,34.3130336,100,93.4222337,100,100,100,100,21.0384236,,93.63989389,97.50285325,99.72505554,89.23332099,4.994859748,26.61485983,100,59.27684648,12.00607575,100,88.54644066,100,100,100,20.78059661,27.70680028,100,100,63.96502373,100,100,100,,100,76.65595331,8.077224686,5.820251957,84.20784739,2.363214474,76.53886169,100,100,100,77.12022203,93.97625041,100,97.1805782,100,100,100,100,89.15355958,100,99.08577738,100,25.07232805,80.59946654,44.46803023,100,100,100,99.74463608,76.15302924,100,100,15.64840224,4.128694403,,100,100,100,100,,5.321632781,99.95593818,100,4.512401989,100,85.71401526,,99.26092192,97.42692965,67.61494141,100,100,60.718224,100,86.14202872,2.666224174,37.88095274,27.53215847,,82.05552099,100,100,100,59.27268318,7.714798152,28.09503234,100,100,100,100,55.98025922,99.15628256,76.62964503,33.89608083,97.7289615,72.7675034,84.51017309,100,100,100,100,100,100,9.174299351,97.54474014,100,52.41332271,100,41.01495365,100,100,1.515314668,100,100,100,100,45.21573627,7.744801402,83.81468955,2.466503546,100,91.23969172,100,96.81339218,100,100,28.9473741,87.01846275,100,100,79.33248951,98.83468252,10.03742089,99.23103567,64.71369194,21.1354836,94.90333417,100,99.44394969,100,99.86080036,100,96.7025009,11.9075422,100,100,100,100,100,99.98820277,36.21632823,100,98.85342753,100,100,50.62494325,4.179721596,7.69180817
2015,Rural,64.57335394,100,97.75797434,,100,3.815070299,100,99.42528573,100,100,100,100,100,100,100,64.49496533,100,100,100,87.55832538,11.06600593,100,92.78933524,74.33850134,100,26.45165698,98.23240924,100,100,100,,1.706962649,77.76663688,60.51231225,21.04918804,100,100,1.449265887,0.522862551,100,100,100,91.7902476,67.76229282,1,10.95962627,97.68201702,39.22569091,100,94.47512133,100,100,100,100,22.71495416,,93.91660825,97.0184028,99.44955868,89.41914383,4.319269351,28.58003201,100,59.09396581,15.49694664,100,90.89199373,100,100,100,17.72096454,28.38693535,100,100,57.84264241,100,100,100,,100,84.58051288,8.890199987,8.405500557,85.63303686,2.392575459,79.0115274,100,100,100,83.36793211,94.91776422,100,97.93026997,100,100,100,100,91.13657963,100,99.69377552,100,29.00258597,92.95683083,48.72869333,100,100,100,98.70671224,85.69092753,100,100,19.83231871,5.08910696,,100,100,100,100,,3.412202317,100,99.68369538,7.278037859,100,87.59852732,,99.36358204,97.85177407,69.83675849,100,100,66.99647059,100,94.50682715,0.926828089,47.60191631,31.28549821,100,80.85815964,100,100,100,62.14727604,8.142163849,25.90397246,100,100,100,100,55.8868789,98.11085805,78.7036509,39.32860465,98.58271444,76.69268862,83.19498028,100,100,100,100,100,100,12.53564402,98.92739566,100,53.74333099,100,38.13573009,100,100,1.695591325,100,100,100,100,51.50005787,8.464558494,81.52291449,3.025468566,100,93.14270123,100,97.4467674,100,100,31.30743685,88.71325603,100,100,78.73760813,97.8174807,11.3870413,99.50881734,55.33291231,19.79473227,100,100,99.9,100,100,100,97.44428625,9.046522868,100,100,100,100,100,100,39.9938888,100,99.70298947,100,99.70887706,53.69973689,4.697571589,10.94931298
2016,Rural,97.0993598,100,98.38890017,,100,,100,100,99.8,100,100,100,100,100,100,66.14364753,100,100,100,89.3987165,15.26026111,100,99.2741285,74.86945541,100,28.74331761,98.46712998,100,100,100,,2.260344771,82.12839143,70.0286114,21.77062234,100,100,1.853800632,2.796500374,100,100,100,92.7619951,70.37129691,1,10.98402917,98.45259355,36.7315388,100,95.59249876,100,100,100,100,24.65620069,100,95.03713315,96.78349147,100,90.26413262,3.706809428,30.57391572,100,58.05109895,32.36383526,100,93.3095755,100,100,100,18.87608246,28.91448183,100,100,66.59609221,100,100,100,,100,86.87050448,6.742920899,9.813373063,86.97676969,,82.12668128,100,100,100,85.17526734,95.06200257,100,98.85799956,100,100,100,100,93.34472792,100,99.95225686,100,42.07792771,98.7842545,51.46210706,100,100,100,99.81100409,86.72053238,100,100,23.46330124,4.062144921,,100,100,100,100,,4.871583593,100,100,8.477202975,100,89.27097678,,99.54314363,98.33106789,72.13360602,100,100,74.72530659,100,95.41801249,4.796853302,39.80994005,31.6359417,,89.81199891,100,100,100,64.73867415,9.128131368,33.9704584,100,100,100,100,55.8100627,100,80.85352392,44.9124194,96.05128058,77.97484069,88.05684867,100,100,100,100,100,100,18.96498203,99.90705066,100,58.85965881,100,44.50023686,100,100,1.640356023,100,100,100,100,55.2762809,9.169967821,78.00099384,3.600605905,100,97.16376749,100,98.06508299,100,100,33.44737464,90.68672682,100,100,78.15189737,99.20151802,17.27067985,99.85629286,67.18120026,21.11022937,96.53304799,100,100,100,99.98784487,100,98.33361532,17.6943752,100,100,100,100,100,100,46.5896373,94.9302911,98.77843945,100,100,55.76194276,9.370596707,17.89125298
